leg	item_id	status	evidence_path	assertion_or_counterexample	gate_run	lane_state	note
go	R20	implemented-asserted	internal/codegen/gotable/fixedversioning_test.go:89	want := []int32{-1, -32768, 32767}	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	§21.2 landing rules asserted per-row (field_append default, int_widen sign-extension, etc., run); prefill not poisoned
go	R21	weak	internal/codegen/gotable/fixedversioning_test.go:104	{row: "float_widen", widens: true}	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	f32->f64 widen run (float_widen row), but NaN bit-exactness only in non-run fixedcfloat_test.go (a known red)
go	R22	weak	-	-	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	closure fixed/pointer/map/unbounded refusal is a shared-compiler check; no §6-run assertion on the go leg
go	R23	weak	internal/codegen/gotable/fixedruntime.go:1114	type TableFixedKnownLayout struct {	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	layout_hash is last on the report and zero elsewhere, but TableFixedKnownLayout has Hash/Layout/Record (3 members, no layout_bytes) — §5.9 #34 divergence
go	R24	owed	-	-	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	open-PR #971	text_ill_formed refusal appears nowhere in test/ or internal/ at head (rides #971, unmerged)
go	R25	weak	internal/codegen/gotable/fixedguard_test.go:196	if r.Reason != "plan_too_large"	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	plan_too_large when the plan does not fit (TestPlanTooLargeOnTheIdentityLane), not run by §6 gate
go	R26	weak	internal/codegen/gotable/fixedruntime.go:1161	out[i].Why = "layout_malformed"	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	lineage entry that would not build -> layout_malformed/plan_too_large, never a throw; implemented but no §6-run assertion
go	R27	weak	internal/codegen/gotable/fixedversioning_test.go:89	want := []int32{-1, -32768, 32767}	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	harness reads the reference's .bin oracle but not manifest.txt; values are restated in the test (a §5.9 #32/#37 divergence)
go	R28	owed	-	-	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	guard chain: go runtime has no Guard2/Arg2 outer-tag lane; an arm inside an arm answering the OUTER tag is unported
go	R29	owed	-	-	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	band case (widen across the 65536 ceiling, clamp to writer's bounds) has no implementation or assertion
go	R30	weak	internal/codegen/gotable/fixedcfloat_test.go:170	if b := math.Float32bits(got[0].V); b != %#x	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	compressed-float suite (fixedcfloat_test.go) not run by §6 gate; cfloat_res_refine/cfloat_range_widen rows owed
go	R31	weak	internal/codegen/gotable/fixedruntime.go:331	raw := tableFixedTagAt(src, p.Src, uint8(p.Size))	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	64-bit ordinal temporary present but Arg is uint32 (not full-width) and there is no arg2 lane; no §6-run assertion
go	R32	implemented-asserted	internal/codegen/gotable/fixedversioning_test.go:303	if n != -1 || r.Reason != "layout_unsupported"	make tables-go-fixed-form tables-go-versioning -> "tables Go fixed form: the layout and the whole 80915-byte file match the C++ reference, byte for byte" / "tables Go versioning: §5 read both columns of every row against the C++ reference bytes"	merged-on-lane	retired version refused layout_unsupported once (TestFixedVersioningFloor floor_raise_live, run); idempotency is S3's (lock --retire)
